run,dir,cut,variant,outage_m,outage_s,end_m,drift_pct,rmse_m,max_m,after_stop_m,after_stop_s,k_end,err_at_return_m,err_3s_after_m,max_step_m
15,BA,c60,cor_k1,41.22,16.35,2.3,5.57,2.54,3.15,2.02,15.03,1.0,,,
15,BA,turn,plain,98.36,30.54,4.75,4.83,3.01,4.8,4.93,15.03,1.0,,,
15,BA,turn,gen_k1,98.36,30.54,8.3,8.44,6.38,8.45,8.56,15.03,1.0,,,
15,BA,turn,cor_k1,98.36,30.54,3.08,3.13,6.76,10.48,3.22,15.03,1.0,,,
15,BA,c30r,gen_k1,,,,,,,,,,6.980231826877181,6.904833283651001,0.5587551066843207
15,BA,c30r,cor_k1,,,,,,,,,,7.728299482340996,4.728109963114881,2.879410012906197
16,AB,c10,plain,277.69,79.42,21.93,7.9,8.99,21.93,22.01,15.0,1.0,,,
16,AB,c10,gen_k1,277.69,79.42,18.94,6.82,8.07,18.94,19.04,15.0,1.0,,,
16,AB,c10,cor_k1,277.69,79.42,3.33,1.2,6.6,14.74,3.24,15.0,1.0,,,
16,AB,c30,plain,197.62,59.42,20.94,10.6,10.04,20.94,20.95,15.0,1.0,,,
16,AB,c30,gen_k1,197.62,59.42,17.91,9.06,8.78,17.91,17.94,15.0,1.0,,,
16,AB,c30,cor_k1,197.62,59.42,5.64,2.85,5.64,10.29,5.44,15.0,1.0,,,
16,AB,c60,plain,84.59,29.42,13.27,15.68,5.86,13.27,13.38,15.0,1.0,,,
16,AB,c60,gen_k1,84.59,29.42,17.53,20.72,11.07,17.53,17.59,15.0,1.0,,,
16,AB,c60,cor_k1,84.59,29.42,3.57,4.22,5.12,7.78,3.45,15.0,1.0,,,
16,AB,turn,plain,230.39,67.45,20.77,9.02,9.18,20.77,20.8,15.0,1.0,,,
16,AB,turn,gen_k1,230.39,67.45,17.41,7.56,7.83,17.41,17.45,15.0,1.0,,,
16,AB,turn,cor_k1,230.39,67.45,4.95,2.15,6.68,12.75,4.77,15.0,1.0,,,
16,AB,c30r,gen_k1,,,,,,,,,,8.604119617424034,8.856435365951134,0.3831421449366034
16,AB,c30r,cor_k1,,,,,,,,,,3.0244815221714387,2.2022322932791383,1.0014835226935446
17,BA,c10,plain,276.1,71.88,25.16,9.11,13.9,25.16,25.44,15.0,1.0,,,
17,BA,c10,gen_k1,276.1,71.88,24.87,9.01,15.49,24.87,25.15,15.0,1.0,,,
17,BA,c10,cor_k1,276.1,71.88,2.35,0.85,6.05,10.23,2.62,15.0,1.0,,,
17,BA,c30,plain,197.54,51.88,10.13,5.13,4.28,10.13,10.4,15.0,1.0,,,
17,BA,c30,gen_k1,197.54,51.88,14.14,7.16,9.94,14.14,14.42,15.0,1.0,,,
17,BA,c30,cor_k1,197.54,51.88,4.17,2.11,6.04,8.6,4.3,15.0,1.0,,,
17,BA,c60,plain,68.6,21.88,5.92,8.63,2.4,5.92,6.2,15.0,1.0,,,
17,BA,c60,gen_k1,68.6,21.88,9.93,14.48,7.29,9.93,10.22,15.0,1.0,,,
17,BA,c60,cor_k1,68.6,21.88,2.28,3.33,4.54,5.84,2.5,15.0,1.0,,,
17,BA,turn,plain,99.24,29.26,6.71,6.76,2.34,6.71,6.99,15.0,1.0,,,
17,BA,turn,gen_k1,99.24,29.26,10.81,10.9,7.72,10.81,11.1,15.0,1.0,,,
17,BA,turn,cor_k1,99.24,29.26,1.09,1.1,7.0,11.7,0.99,15.0,1.0,,,
17,BA,c30r,gen_k1,,,,,,,,,,10.656147741215156,10.823517919153486,0.41065819170095125
17,BA,c30r,cor_k1,,,,,,,,,,6.645112960615254,6.112233568037526,0.8709997904924298
18,AB,c10,plain,271.17,65.54,3.86,1.42,4.96,8.27,4.64,15.0,1.0,,,
18,AB,c10,gen_k1,271.17,65.54,0.25,0.09,6.33,9.61,0.75,15.0,1.0,,,
18,AB,c10,cor_k1,271.17,65.54,7.41,2.73,12.46,16.42,6.57,15.0,1.0,,,
18,AB,c30,plain,171.71,45.54,9.97,5.81,3.02,9.97,10.83,15.0,1.0,,,
18,AB,c30,gen_k1,171.71,45.54,5.63,3.28,2.5,5.63,6.57,15.0,1.0,,,
18,AB,c30,cor_k1,171.71,45.54,7.81,4.55,10.57,13.23,7.1,15.0,1.0,,,
18,AB,c60,plain,41.97,15.54,8.59,20.47,3.38,8.59,9.5,15.0,1.0,,,
18,AB,c60,gen_k1,41.97,15.54,7.47,17.8,3.41,7.47,8.41,15.0,1.0,,,
18,AB,c60,cor_k1,41.97,15.54,2.37,5.64,1.65,2.37,3.28,15.0,1.0,,,
18,AB,turn,plain,221.84,55.1,8.7,3.92,2.79,8.7,9.6,15.0,1.0,,,
18,AB,turn,gen_k1,221.84,55.1,4.92,2.22,3.45,5.78,5.88,15.0,1.0,,,
18,AB,turn,cor_k1,221.84,55.1,8.97,4.04,13.17,15.79,8.03,15.0,1.0,,,
18,AB,c30r,gen_k1,,,,,,,,,,0.6080770213214556,0.30106514930112466,0.45565996735948106
18,AB,c30r,cor_k1,,,,,,,,,,10.1518925390141,7.198749073998104,2.4397871600430134
19,BA,c10,plain,262.14,57.32,11.78,4.49,5.77,11.78,11.34,15.01,1.0,,,
