run,dir,cut,variant,outage_m,outage_s,end_m,drift_pct,rmse_m,max_m,after_stop_m,after_stop_s,k_end,err_at_return_m,err_3s_after_m,max_step_m
2,AB,turn,gen_k1,398.93,130.2,17.04,4.27,13.45,20.29,17.23,15.0,1.0,,,
2,AB,turn,gen,398.93,130.2,20.76,5.2,15.59,23.07,20.89,15.0,1.007,,,
2,AB,turn,cor_k1,398.93,130.2,5.48,1.37,7.97,10.76,5.56,15.0,1.0,,,
2,AB,turn,cor,398.93,130.2,11.29,2.83,10.3,14.18,11.24,15.0,1.005,,,
2,AB,turn,cor_lm,398.93,130.2,10.6,2.66,9.95,13.68,10.56,15.0,1.004,,,
2,AB,c30r,gen_k1,,,,,,,,,,5.505361788509451,6.276968903607524,0.3534313585195179
2,AB,c30r,gen,,,,,,,,,,6.431815347360759,6.032435946484147,0.3737767445317465
2,AB,c30r,cor_k1,,,,,,,,,,7.087134302792909,8.01464109202432,0.3569921858022448
2,AB,c30r,cor,,,,,,,,,,9.000820229378718,8.937542005740246,0.38427601466004907
2,AB,c30r,cor_lm,,,,,,,,,,9.000820229378718,8.937542005740246,0.38427601466004907
3,BA,c10,plain,814.72,224.0,39.9,4.9,22.74,41.66,39.91,15.01,1.0,,,
3,BA,c10,gen_k1,814.72,224.0,42.55,5.22,24.58,44.2,42.56,15.01,1.0,,,
3,BA,c10,gen,814.72,224.0,27.09,3.32,14.0,28.37,27.11,15.01,1.032,,,
3,BA,c10,cor_k1,814.72,224.0,41.0,5.03,29.44,42.7,40.98,15.01,1.0,,,
3,BA,c10,cor,814.72,224.0,13.5,1.66,11.34,16.19,13.48,15.01,1.034,,,
3,BA,c10,cor_lm,814.72,224.0,13.09,1.61,11.02,15.72,13.06,15.01,1.034,,,
3,BA,c30,plain,723.72,204.0,46.04,6.36,26.13,47.18,46.06,15.01,1.0,,,
3,BA,c30,gen_k1,723.72,204.0,49.06,6.78,28.31,50.34,49.08,15.01,1.0,,,
3,BA,c30,gen,723.72,204.0,34.7,4.79,19.44,35.26,34.73,15.01,1.056,,,
3,BA,c30,cor_k1,723.72,204.0,37.94,5.24,27.99,39.56,37.92,15.01,1.0,,,
3,BA,c30,cor,723.72,204.0,15.02,2.08,9.99,15.06,15.01,15.01,1.066,,,
3,BA,c30,cor_lm,723.72,204.0,15.02,2.08,10.14,15.06,15.01,15.01,1.066,,,
3,BA,c60,plain,575.46,174.0,33.6,5.84,20.34,35.24,33.62,15.01,1.0,,,
3,BA,c60,gen_k1,575.46,174.0,36.28,6.3,22.27,37.82,36.29,15.01,1.0,,,
3,BA,c60,gen,575.46,174.0,26.64,4.63,15.18,27.7,26.66,15.01,1.029,,,
3,BA,c60,cor_k1,575.46,174.0,33.09,5.75,25.59,34.61,33.07,15.01,1.0,,,
3,BA,c60,cor,575.46,174.0,7.28,1.27,7.09,11.84,7.26,15.01,1.045,,,
3,BA,c60,cor_lm,575.46,174.0,7.29,1.27,7.03,11.98,7.27,15.01,1.045,,,
3,BA,turn,plain,471.5,151.28,36.4,7.72,23.15,37.93,36.42,15.01,1.0,,,
3,BA,turn,gen_k1,471.5,151.28,38.91,8.25,25.05,40.36,38.92,15.01,1.0,,,
3,BA,turn,gen,471.5,151.28,32.06,6.8,19.79,33.11,32.08,15.01,1.026,,,
3,BA,turn,cor_k1,471.5,151.28,28.48,6.04,22.68,30.08,28.46,15.01,1.0,,,
3,BA,turn,cor,471.5,151.28,5.17,1.1,5.55,9.64,5.14,15.01,1.04,,,
3,BA,turn,cor_lm,471.5,151.28,5.1,1.08,5.44,9.27,5.08,15.01,1.04,,,
3,BA,c30r,gen_k1,,,,,,,,,,4.281432727759164,5.562965860264248,0.5107559726600519
